StartTime: 2020-03-20 16:20:22.093
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz 
226.781	-1.5796	0.8447	0.5386	-13.8550	-69.3970	15.3198	69.7852	64.6820	-130.9406	39.1900	32	-303	143 
226.791	-1.5796	0.8447	0.5386	-13.8550	-69.3970	15.3198	69.0436	64.4733	-131.7151	39.1600	29	-302	141 
226.791	-1.5796	0.8447	0.5386	-13.8550	-69.3970	15.3198	68.3130	64.2590	-132.4731	39.1600	27	-302	139 
226.801	-1.5796	0.8447	0.5386	-13.8550	-69.3970	15.3198	67.5989	64.0393	-133.2202	39.1700	24	-301	139 
226.801	-1.5796	0.8447	0.5386	-13.8550	-69.3970	15.3198	66.8958	63.8196	-133.9453	39.1700	21	-299	138 
226.811	-1.5796	0.8447	0.5386	-13.8550	-69.3970	15.3198	66.2091	63.5944	-134.6594	39.1700	19	-300	138 
226.811	-1.5796	0.8447	0.5386	-13.8550	-69.3970	15.3198	65.5334	63.3691	-135.3625	39.1900	16	-300	138 
226.811	-1.0952	0.7920	0.8242	-45.7764	-204.5288	31.1890	63.5120	62.7429	-137.3895	39.1900	13	-301	137 
226.821	-1.0952	0.7920	0.8242	-45.7764	-204.5288	31.1890	61.5839	62.0892	-139.3231	39.1800	10	-301	137 
226.821	-1.0952	0.7920	0.8242	-45.7764	-204.5288	31.1890	59.7546	61.4081	-141.1633	39.1800	9	-301	135 
226.831	-1.0952	0.7920	0.8242	-45.7764	-204.5288	31.1890	58.0078	60.7050	-142.9102	39.1700	8	-301	134 
226.831	-1.0952	0.7920	0.8242	-45.7764	-204.5288	31.1890	56.3544	59.9799	-144.5691	39.1700	6	-300	133 
226.841	-1.0952	0.7920	0.8242	-45.7764	-204.5288	31.1890	54.7778	59.2273	-146.1456	39.1600	5	-299	132 
226.841	-1.0952	0.7920	0.8242	-45.7764	-204.5288	31.1890	53.2837	58.4637	-147.6398	39.1600	3	-300	132 
226.851	-1.0952	0.7920	0.8242	-45.7764	-204.5288	31.1890	51.8665	57.6782	-149.0625	39.2400	2	-301	132 
226.851	-0.5352	0.7148	1.1758	-80.3833	-365.4175	42.4805	49.3726	56.2665	-151.5509	39.2400	2	-301	132 
226.851	-0.5352	0.7148	1.1758	-80.3833	-365.4175	42.4805	47.0929	54.8053	-153.8306	39.2400	1	-301	132 
226.861	-0.5352	0.7148	1.1758	-80.3833	-365.4175	42.4805	44.9890	53.2947	-155.9290	39.2000	1	-300	134 
226.861	-0.5352	0.7148	1.1758	-80.3833	-365.4175	42.4805	43.0554	51.7511	-157.8571	39.2000	1	-300	135 
226.871	-0.5352	0.7148	1.1758	-80.3833	-365.4175	42.4805	41.2756	50.1746	-159.6368	39.2400	1	-299	135 
226.871	-0.5352	0.7148	1.1758	-80.3833	-365.4175	42.4805	39.6277	48.5706	-161.2848	39.2400	0	-299	135 
226.881	-0.5352	0.7148	1.1758	-80.3833	-365.4175	42.4805	38.1061	46.9391	-162.8064	39.1300	0	-299	135 
226.881	-0.5352	0.7148	1.1758	-80.3833	-365.4175	42.4805	36.6943	45.2911	-164.2126	39.1300	-1	-300	135 
226.881	0.2358	0.6128	1.4385	-106.3843	-506.1646	44.1895	34.8267	42.9620	-166.1023	39.1600	-2	-300	136 
226.891	0.2358	0.6128	1.4385	-106.3843	-506.1646	44.1895	33.1348	40.6055	-167.8162	39.1600	-2	-300	137 
226.891	0.2358	0.6128	1.4385	-106.3843	-506.1646	44.1895	31.5912	38.2159	-169.3817	39.1800	-4	-300	138 
226.901	0.2358	0.6128	1.4385	-106.3843	-506.1646	44.1895	30.1849	35.7990	-170.8099	39.1800	-5	-301	140 
226.901	0.2358	0.6128	1.4385	-106.3843	-506.1646	44.1895	28.8940	33.3710	-172.1228	39.1700	-7	-300	140 
226.911	0.2358	0.6128	1.4385	-106.3843	-506.1646	44.1895	27.7075	30.9210	-173.3368	39.1700	-8	-299	141 
226.911	0.2358	0.6128	1.4385	-106.3843	-506.1646	44.1895	26.6089	28.4601	-174.4574	39.1700	-8	-299	141 
226.921	0.2358	0.6128	1.4385	-106.3843	-506.1646	44.1895	25.5927	25.9882	-175.4956	39.1300	-9	-298	142 
226.921	0.9092	0.5093	1.6216	-116.7603	-589.1113	36.0718	24.4940	23.0933	-176.6931	39.1300	-10	-298	142 
226.921	0.9092	0.5093	1.6216	-116.7603	-589.1113	36.0718	23.4833	20.1874	-177.8027	39.1800	-10	-298	142 
226.931	0.9092	0.5093	1.6216	-116.7603	-589.1113	36.0718	22.5549	17.2760	-178.8354	39.1800	-10	-297	142 
226.931	0.9092	0.5093	1.6216	-116.7603	-589.1113	36.0718	21.6925	14.3536	-179.8022	39.2000	-11	-297	143 
226.941	0.9092	0.5093	1.6216	-116.7603	-589.1113	36.0718	20.9015	11.4258	179.2804	39.2000	-12	-297	143 
226.941	0.9092	0.5093	1.6216	-116.7603	-589.1113	36.0718	20.1599	8.4979	178.4235	39.2200	-13	-297	143 
226.951	0.9092	0.5093	1.6216	-116.7603	-589.1113	36.0718	19.4788	5.5646	177.6105	39.2200	-13	-297	143 
226.951	0.9092	0.5093	1.6216	-116.7603	-589.1113	36.0718	18.8361	2.6367	176.8414	39.1900	-14	-297	144 
226.961	1.4458	0.4438	1.6060	-110.8398	-588.0127	20.9351	18.2703	-0.3021	176.0339	39.1900	-13	-297	144 
226.961	1.4458	0.4438	1.6060	-110.8398	-588.0127	20.9351	17.7484	-3.2410	175.2594	39.1900	-12	-297	145 
226.961	1.4458	0.4438	1.6060	-110.8398	-588.0127	20.9351	17.2650	-6.1743	174.5123	39.1600	-13	-298	144 
226.971	1.4458	0.4438	1.6060	-110.8398	-588.0127	20.9351	16.8201	-9.1132	173.7817	39.1600	-13	-298	144 
226.971	1.4458	0.4438	1.6060	-110.8398	-588.0127	20.9351	16.4136	-12.0465	173.0731	39.2300	-13	-298	144 
226.981	1.4458	0.4438	1.6060	-110.8398	-588.0127	20.9351	16.0400	-14.9744	172.3755	39.2300	-12	-298	145 
226.981	1.4458	0.4438	1.6060	-110.8398	-588.0127	20.9351	15.7050	-17.8967	171.6888	39.1800	-12	-297	145 
226.991	1.4458	0.4438	1.6060	-110.8398	-588.0127	20.9351	15.4028	-20.8191	171.0077	39.1800	-12	-297	145 
226.991	1.7847	0.4038	1.4468	-91.2476	-510.4370	4.5166	15.2271	-23.3624	170.3540	39.2000	-12	-297	145 
226.991	1.7847	0.4038	1.4468	-91.2476	-510.4370	4.5166	15.0787	-25.9003	169.6948	39.2000	-12	-297	145 
227.001	1.7847	0.4038	1.4468	-91.2476	-510.4370	4.5166	14.9634	-28.4326	169.0302	39.1600	-12	-298	145 
227.001	1.7847	0.4038	1.4468	-91.2476	-510.4370	4.5166	14.8865	-30.9595	168.3545	39.1600	-12	-298	146 
227.011	1.7847	0.4038	1.4468	-91.2476	-510.4370	4.5166	14.8425	-33.4808	167.6678	39.1600	-13	-298	145 
227.011	1.7847	0.4038	1.4468	-91.2476	-510.4370	4.5166	14.8315	-35.9967	166.9592	39.1800	-13	-297	145 
227.021	1.7847	0.4038	1.4468	-91.2476	-510.4370	4.5166	14.8700	-38.5016	166.2286	39.1800	-13	-298	145 
227.021	1.7847	0.4038	1.4468	-91.2476	-510.4370	4.5166	14.9469	-40.9955	165.4706	39.2100	-14	-299	145 
227.031	1.9814	0.3877	1.2202	-66.8945	-396.7285	-8.0566	15.1282	-42.9456	164.7894	39.2100	-13	-298	146 
227.031	1.9814	0.3877	1.2202	-66.8945	-396.7285	-8.0566	15.3534	-44.8846	164.0808	39.2100	-13	-298	146 
227.031	1.9814	0.3877	1.2202	-66.8945	-396.7285	-8.0566	15.6171	-46.8127	163.3337	39.2100	-13	-298	146 
227.041	1.9814	0.3877	1.2202	-66.8945	-396.7285	-8.0566	15.9302	-48.7354	162.5427	39.2300	-14	-298	147 
227.041	1.9814	0.3877	1.2202	-66.8945	-396.7285	-8.0566	16.3037	-50.6470	161.7078	39.2300	-14	-297	147 
227.051	1.9814	0.3877	1.2202	-66.8945	-396.7285	-8.0566	16.7377	-52.5476	160.8179	39.1800	-14	-296	147 
227.051	1.9814	0.3877	1.2202	-66.8945	-396.7285	-8.0566	17.2430	-54.4427	159.8621	39.1800	-14	-296	147 
227.061	1.9814	0.3877	1.2202	-66.8945	-396.7285	-8.0566	17.8308	-56.3269	158.8293	39.1900	-15	-297	147 
227.061	2.0503	0.3789	1.0078	-45.0439	-276.2451	-13.7939	18.3801	-57.6288	157.9999	39.1900	-15	-297	147 
227.071	2.0503	0.3789	1.0078	-45.0439	-276.2451	-13.7939	18.9844	-58.9252	157.1155	39.1900	-15	-297	147 
227.071	2.0503	0.3789	1.0078	-45.0439	-276.2451	-13.7939	19.6545	-60.2106	156.1761	39.2000	-15	-297	148 
227.071	2.0503	0.3789	1.0078	-45.0439	-276.2451	-13.7939	20.3961	-61.4850	155.1599	39.2000	-15	-297	148 
227.083	2.0503	0.3789	1.0078	-45.0439	-276.2451	-13.7939	21.2146	-62.7539	154.0723	39.1400	-16	-297	148 
227.083	2.0503	0.3789	1.0078	-45.0439	-276.2451	-13.7939	22.1265	-64.0063	152.8912	39.1400	-16	-297	148 
227.094	2.0503	0.3789	1.0078	-45.0439	-276.2451	-13.7939	23.1482	-65.2478	151.6113	39.2300	-17	-297	148 
227.094	2.0503	0.3789	1.0078	-45.0439	-276.2451	-13.7939	24.2798	-66.4728	150.2161	39.2300	-17	-297	148 
227.104	2.0425	0.3770	0.8228	-26.1230	-164.9780	-12.9395	25.0873	-67.1924	149.2932	39.2300	-16	-298	149 
227.104	2.0425	0.3770	0.8228	-26.1230	-164.9780	-12.9395	25.9497	-67.9065	148.3154	39.2300	-15	-298	150 
227.104	2.0425	0.3770	0.8228	-26.1230	-164.9780	-12.9395	26.8726	-68.6096	147.2772	39.2200	-16	-299	150 
227.114	2.0425	0.3770	0.8228	-26.1230	-164.9780	-12.9395	27.8613	-69.3018	146.1786	39.2200	-17	-299	151 
227.114	2.0425	0.3770	0.8228	-26.1230	-164.9780	-12.9395	28.9160	-69.9884	145.0140	39.2200	-18	-299	151 
227.124	2.0425	0.3770	0.8228	-26.1230	-164.9780	-12.9395	30.0476	-70.6641	143.7726	39.1700	-19	-299	152 
227.124	2.0425	0.3770	0.8228	-26.1230	-164.9780	-12.9395	31.2671	-71.3287	142.4487	39.1700	-18	-299	153 
227.134	2.0425	0.3770	0.8228	-26.1230	-164.9780	-12.9395	32.5690	-71.9824	141.0315	39.1500	-17	-299	154 
227.134	2.0137	0.3774	0.7026	-10.3149	-77.8198	-8.1787	33.2501	-72.2736	140.3613	39.1500	-17	-299	154 
227.144	2.0137	0.3774	0.7026	-10.3149	-77.8198	-8.1787	33.9587	-72.5647	139.6692	39.2400	-17	-299	154 
227.144	2.0137	0.3774	0.7026	-10.3149	-77.8198	-8.1787	34.6838	-72.8558	138.9551	39.2400	-17	-298	155 
227.144	2.0137	0.3774	0.7026	-10.3149	-77.8198	-8.1787	35.4309	-73.1415	138.2190	39.1500	-17	-298	155 
227.154	2.0137	0.3774	0.7026	-10.3149	-77.8198	-8.1787	36.2054	-73.4216	137.4609	39.1500	-16	-299	155 
227.154	2.0137	0.3774	0.7026	-10.3149	-77.8198	-8.1787	37.0020	-73.6963	136.6754	39.1600	-15	-299	155 
227.164	2.0137	0.3774	0.7026	-10.3149	-77.8198	-8.1787	37.8259	-73.9655	135.8679	39.1600	-15	-298	156 
227.164	2.0137	0.3774	0.7026	-10.3149	-77.8198	-8.1787	38.6719	-74.2346	135.0330	39.1600	-15	-298	157 
227.174	1.9795	0.3750	0.6255	1.1597	-21.6064	-2.2583	38.9081	-74.3005	134.8956	39.2100	-16	-297	157 
227.174	1.9795	0.3750	0.6255	1.1597	-21.6064	-2.2583	39.1388	-74.3719	134.7583	39.2100	-16	-297	157 
227.184	1.9795	0.3750	0.6255	1.1597	-21.6064	-2.2583	39.3750	-74.4379	134.6210	39.2000	-16	-298	157 
227.184	1.9795	0.3750	0.6255	1.1597	-21.6064	-2.2583	39.6167	-74.5038	134.4836	39.2000	-17	-299	157 
227.184	1.9795	0.3750	0.6255	1.1597	-21.6064	-2.2583	39.8529	-74.5697	134.3408	39.1800	-17	-300	158 
227.194	1.9795	0.3750	0.6255	1.1597	-21.6064	-2.2583	40.0946	-74.6301	134.1980	39.1800	-17	-300	158 
227.194	1.9795	0.3750	0.6255	1.1597	-21.6064	-2.2583	40.3308	-74.6960	134.0552	39.2100	-17	-300	158 
227.204	1.9795	0.3750	0.6255	1.1597	-21.6064	-2.2583	40.5725	-74.7620	133.9124	39.2100	-17	-299	159 
227.204	1.9453	0.3750	0.5825	8.1787	4.6997	2.0142	40.4901	-74.7400	134.1431	39.1300	-16	-298	159 
227.214	1.9453	0.3750	0.5825	8.1787	4.6997	2.0142	40.4022	-74.7180	134.3738	39.1300	-15	-297	159 
227.214	1.9453	0.3750	0.5825	8.1787	4.6997	2.0142	40.3198	-74.7015	134.6045	39.1600	-16	-298	160 
227.214	1.9453	0.3750	0.5825	8.1787	4.6997	2.0142	40.2374	-74.6796	134.8352	39.1600	-16	-298	161 
227.224	1.9453	0.3750	0.5825	8.1787	4.6997	2.0142	40.1495	-74.6576	135.0604	39.1600	-16	-297	161 
227.224	1.9453	0.3750	0.5825	8.1787	4.6997	2.0142	40.0671	-74.6356	135.2911	39.1900	-15	-297	161 
227.234	1.9453	0.3750	0.5825	8.1787	4.6997	2.0142	39.9847	-74.6136	135.5164	39.1900	-15	-297	161 
227.234	1.9453	0.3750	0.5825	8.1787	4.6997	2.0142	39.9078	-74.5917	135.7416	39.2000	-16	-297	161 
227.244	1.9136	0.3838	0.5347	11.3525	8.1787	3.8452	39.7870	-74.5642	136.0217	39.2000	-16	-297	161 
227.244	1.9136	0.3838	0.5347	11.3525	8.1787	3.8452	39.6716	-74.5367	136.3019	39.1700	-16	-298	161 
227.255	1.9136	0.3838	0.5347	11.3525	8.1787	3.8452	39.5563	-74.5093	136.5765	39.1700	-16	-298	162 
227.255	1.9136	0.3838	0.5347	11.3525	8.1787	3.8452	39.4409	-74.4818	136.8567	39.2100	-16	-298	163 
227.255	1.9136	0.3838	0.5347	11.3525	8.1787	3.8452	39.3256	-74.4543	137.1313	39.2100	-17	-298	163 
227.266	1.9136	0.3838	0.5347	11.3525	8.1787	3.8452	39.2102	-74.4269	137.4060	39.1800	-18	-298	163 
227.266	1.9136	0.3838	0.5347	11.3525	8.1787	3.8452	39.1003	-74.3994	137.6752	39.1800	-18	-298	163 
227.276	1.9136	0.3838	0.5347	11.3525	8.1787	3.8452	38.9905	-74.3665	137.9498	39.1800	-19	-299	163 
227.276	1.9063	0.3877	0.5161	11.8408	1.2207	4.2725	38.9575	-74.3665	138.1366	39.1700	-18	-300	163 
227.288	1.9063	0.3877	0.5161	11.8408	1.2207	4.2725	38.9301	-74.3719	138.3289	39.1700	-17	-301	163 
227.288	1.9063	0.3877	0.5161	11.8408	1.2207	4.2725	38.8971	-74.3719	138.5156	39.2200	-17	-301	163 
227.298	1.9063	0.3877	0.5161	11.8408	1.2207	4.2725	38.8696	-74.3719	138.7024	39.2200	-17	-302	164 
227.298	1.9063	0.3877	0.5161	11.8408	1.2207	4.2725	38.8367	-74.3719	138.8892	39.1900	-17	-301	165 
227.298	1.9063	0.3877	0.5161	11.8408	1.2207	4.2725	38.8092	-74.3719	139.0759	39.1900	-17	-300	165 
227.308	1.9063	0.3877	0.5161	11.8408	1.2207	4.2725	38.7762	-74.3719	139.2627	39.1500	-18	-299	165 
227.308	1.9199	0.3975	0.4976	10.6201	-6.6528	4.3945	38.8367	-74.4049	139.3561	39.1500	-18	-299	166 
227.318	1.9199	0.3975	0.4976	10.6201	-6.6528	4.3945	38.8916	-74.4324	139.4495	39.2300	-18	-298	166 
227.318	1.9199	0.3975	0.4976	10.6201	-6.6528	4.3945	38.9465	-74.4653	139.5374	39.2300	-18	-298	166 
227.328	1.9199	0.3975	0.4976	10.6201	-6.6528	4.3945	39.0070	-74.4983	139.6252	39.2300	-18	-298	166 
227.328	1.9199	0.3975	0.4976	10.6201	-6.6528	4.3945	39.0619	-74.5313	139.7186	39.1800	-19	-298	167 
227.328	1.9199	0.3975	0.4976	10.6201	-6.6528	4.3945	39.1168	-74.5587	139.8065	39.1800	-19	-298	168 
227.338	1.9199	0.3975	0.4976	10.6201	-6.6528	4.3945	39.1718	-74.5917	139.8999	39.1700	-20	-298	169 
227.338	1.9199	0.3975	0.4976	10.6201	-6.6528	4.3945	39.2322	-74.6246	139.9878	39.1700	-19	-297	169 
227.348	1.9355	0.4038	0.4785	9.0332	-12.6953	3.6621	39.3640	-74.6741	139.9933	39.2200	-19	-296	169 
227.348	1.9355	0.4038	0.4785	9.0332	-12.6953	3.6621	39.5013	-74.7290	139.9933	39.2200	-18	-296	168 
227.358	1.9355	0.4038	0.4785	9.0332	-12.6953	3.6621	39.6332	-74.7839	139.9878	39.2000	-18	-296	167 
227.358	1.9355	0.4038	0.4785	9.0332	-12.6953	3.6621	39.7705	-74.8334	139.9878	39.2000	-18	-296	168 
227.368	1.9355	0.4038	0.4785	9.0332	-12.6953	3.6621	39.9078	-74.8883	139.9878	39.1800	-18	-297	168 
227.368	1.9355	0.4038	0.4785	9.0332	-12.6953	3.6621	40.0397	-74.9377	139.9823	39.1800	-17	-297	167 
227.368	1.9355	0.4038	0.4785	9.0332	-12.6953	3.6621	40.1770	-74.9927	139.9768	39.1800	-17	-297	167 
227.378	1.9355	0.4038	0.4785	9.0332	-12.6953	3.6621	40.3143	-75.0421	139.9768	39.1500	-17	-297	167 
227.378	1.9790	0.4067	0.4609	7.7515	-17.6392	1.6479	40.5396	-75.1080	139.8724	39.1500	-17	-297	167 
227.388	1.9790	0.4067	0.4609	7.7515	-17.6392	1.6479	40.7648	-75.1740	139.7681	39.1500	-17	-296	168 
227.388	1.9790	0.4067	0.4609	7.7515	-17.6392	1.6479	40.9955	-75.2344	139.6582	39.1500	-16	-295	168 
227.398	1.9790	0.4067	0.4609	7.7515	-17.6392	1.6479	41.2262	-75.3003	139.5538	39.1500	-16	-296	169 
227.398	1.9790	0.4067	0.4609	7.7515	-17.6392	1.6479	41.4514	-75.3662	139.4440	39.1500	-16	-296	170 
227.408	1.9790	0.4067	0.4609	7.7515	-17.6392	1.6479	41.6821	-75.4266	139.3396	39.2000	-15	-297	171 
227.408	1.9790	0.4067	0.4609	7.7515	-17.6392	1.6479	41.9128	-75.4926	139.2297	39.2000	-15	-297	172 
227.408	1.9790	0.4067	0.4609	7.7515	-17.6392	1.6479	42.1490	-75.5530	139.1144	39.2000	-13	-297	172 
227.418	2.0010	0.4136	0.4346	6.2256	-24.0479	-2.0142	42.5171	-75.6299	138.8507	39.2000	-12	-297	172 
227.418	2.0010	0.4136	0.4346	6.2256	-24.0479	-2.0142	42.8961	-75.7068	138.5870	39.2300	-11	-296	172 
227.428	2.0010	0.4136	0.4346	6.2256	-24.0479	-2.0142	43.2697	-75.7782	138.3179	39.2300	-9	-296	171 
227.428	2.0010	0.4136	0.4346	6.2256	-24.0479	-2.0142	43.6487	-75.8496	138.0432	39.2300	-9	-297	172 
227.438	2.0010	0.4136	0.4346	6.2256	-24.0479	-2.0142	44.0332	-75.9265	137.7686	39.1400	-8	-297	173 
227.438	2.0010	0.4136	0.4346	6.2256	-24.0479	-2.0142	44.4177	-75.9979	137.4884	39.1400	-7	-298	173 
227.438	2.0010	0.4136	0.4346	6.2256	-24.0479	-2.0142	44.8022	-76.0638	137.2083	39.2700	-6	-298	174 
227.448	2.0010	0.4136	0.4346	6.2256	-24.0479	-2.0142	45.1923	-76.1353	136.9281	39.2700	-6	-299	174 
227.448	1.9937	0.4277	0.3892	5.0049	-32.4097	-7.9346	45.7965	-76.2122	136.4117	39.2300	-6	-300	174 
227.458	1.9937	0.4277	0.3892	5.0049	-32.4097	-7.9346	46.4117	-76.2891	135.8954	39.2300	-5	-300	175 
227.458	1.9937	0.4277	0.3892	5.0049	-32.4097	-7.9346	47.0270	-76.3660	135.3735	39.2700	-5	-300	175 
227.468	1.9937	0.4277	0.3892	5.0049	-32.4097	-7.9346	47.6477	-76.4374	134.8407	39.2700	-4	-300	175 
227.468	1.9937	0.4277	0.3892	5.0049	-32.4097	-7.9346	48.2739	-76.5088	134.3079	39.2200	-4	-301	176 
227.478	1.9937	0.4277	0.3892	5.0049	-32.4097	-7.9346	48.9056	-76.5802	133.7750	39.2200	-4	-300	177 
227.478	1.9937	0.4277	0.3892	5.0049	-32.4097	-7.9346	49.5374	-76.6461	133.2312	39.2200	-4	-300	177 
227.478	1.9937	0.4277	0.3892	5.0049	-32.4097	-7.9346	50.1746	-76.7120	132.6819	39.2100	-3	-300	177 
227.488	1.9810	0.4478	0.3403	4.5166	-39.1846	-14.3433	51.0315	-76.7725	131.9128	39.2100	-3	-300	177 
227.488	1.9810	0.4478	0.3403	4.5166	-39.1846	-14.3433	51.8939	-76.8329	131.1328	39.1800	-2	-299	177 
227.498	1.9810	0.4478	0.3403	4.5166	-39.1846	-14.3433	52.7618	-76.8878	130.3528	39.1800	-2	-299	177 
227.498	1.9810	0.4478	0.3403	4.5166	-39.1846	-14.3433	53.6298	-76.9373	129.5673	39.1800	-2	-301	177 
227.508	1.9810	0.4478	0.3403	4.5166	-39.1846	-14.3433	54.5032	-76.9867	128.7708	39.1800	-3	-302	177 
227.508	1.9810	0.4478	0.3403	4.5166	-39.1846	-14.3433	55.3821	-77.0361	127.9797	39.2200	-3	-302	178 
227.518	1.9810	0.4478	0.3403	4.5166	-39.1846	-14.3433	56.2665	-77.0746	127.1777	39.2200	-3	-301	178 
227.518	1.9810	0.4478	0.3403	4.5166	-39.1846	-14.3433	57.1509	-77.1185	126.3757	39.2100	-3	-301	178 
227.518	1.9399	0.4756	0.2832	4.3335	-42.2974	-18.9819	58.1671	-77.1405	125.4364	39.2100	-3	-301	178 
227.528	1.9399	0.4756	0.2832	4.3335	-42.2974	-18.9819	59.1888	-77.1625	124.4971	39.2100	-3	-300	178 
227.528	1.9399	0.4756	0.2832	4.3335	-42.2974	-18.9819	60.2106	-77.1735	123.5522	39.1800	-3	-299	177 
227.538	1.9399	0.4756	0.2832	4.3335	-42.2974	-18.9819	61.2323	-77.1899	122.6129	39.1800	-3	-299	178 
227.538	1.9399	0.4756	0.2832	4.3335	-42.2974	-18.9819	62.2485	-77.1954	121.6736	39.1500	-2	-299	179 
227.548	1.9399	0.4756	0.2832	4.3335	-42.2974	-18.9819	63.2648	-77.2009	120.7343	39.1500	-2	-299	179 
227.548	1.9399	0.4756	0.2832	4.3335	-42.2974	-18.9819	64.2755	-77.2009	119.8004	39.2300	-1	-299	178 
227.548	1.9399	0.4756	0.2832	4.3335	-42.2974	-18.9819	65.2863	-77.1954	118.8666	39.2300	-1	-299	178 
227.558	1.9272	0.5010	0.2305	4.1504	-41.0767	-20.3247	66.3025	-77.1790	117.9272	39.1500	-1	-298	178 
227.558	1.9272	0.5010	0.2305	4.1504	-41.0767	-20.3247	67.3132	-77.1570	116.9989	39.1500	-2	-299	177 
227.570	1.9272	0.5010	0.2305	4.1504	-41.0767	-20.3247	68.3130	-77.1350	116.0706	39.1800	-3	-299	177 
227.570	1.9272	0.5010	0.2305	4.1504	-41.0767	-20.3247	69.3073	-77.1021	115.1532	39.1800	-2	-298	177 
227.580	1.9272	0.5010	0.2305	4.1504	-41.0767	-20.3247	70.2960	-77.0746	114.2413	39.1800	-2	-298	177 
227.580	1.9272	0.5010	0.2305	4.1504	-41.0767	-20.3247	71.2738	-77.0361	113.3405	39.1800	-2	-299	178 
227.590	1.9272	0.5010	0.2305	4.1504	-41.0767	-20.3247	72.2461	-76.9977	112.4396	39.1800	-2	-299	178 
227.590	1.9272	0.5010	0.2305	4.1504	-41.0767	-20.3247	73.2074	-76.9537	111.5552	39.2000	-1	-300	178 
227.590	1.9258	0.5239	0.1821	4.0894	-34.2407	-17.5171	74.0259	-76.9098	110.8191	39.2000	-1	-300	178 
227.600	1.9258	0.5239	0.1821	4.0894	-34.2407	-17.5171	74.8334	-76.8658	110.0940	39.1800	-1	-300	178 
227.600	1.9258	0.5239	0.1821	4.0894	-34.2407	-17.5171	75.6299	-76.8164	109.3744	39.1800	-1	-300	178 
227.610	1.9258	0.5239	0.1821	4.0894	-34.2407	-17.5171	76.4209	-76.7670	108.6603	39.1900	-1	-300	179 
227.610	1.9258	0.5239	0.1821	4.0894	-34.2407	-17.5171	77.2009	-76.7120	107.9572	39.1900	-1	-300	180 
227.621	1.9258	0.5239	0.1821	4.0894	-34.2407	-17.5171	77.9755	-76.6571	107.2595	39.1800	-1	-299	180 
227.621	1.9258	0.5239	0.1821	4.0894	-34.2407	-17.5171	78.7390	-76.6022	106.5784	39.1800	-1	-299	181 
227.631	1.9258	0.5239	0.1821	4.0894	-34.2407	-17.5171	79.4971	-76.5417	105.8972	39.1600	-1	-300	181 
227.631	1.9233	0.5342	0.1602	3.7842	-24.5972	-12.2681	80.0354	-76.4978	105.4413	39.1600	0	-300	181 
227.631	1.9233	0.5342	0.1602	3.7842	-24.5972	-12.2681	80.5682	-76.4484	104.9908	39.1600	0	-300	182 
227.641	1.9233	0.5342	0.1602	3.7842	-24.5972	-12.2681	81.0956	-76.4044	104.5459	39.1600	0	-300	182 
227.641	1.9233	0.5342	0.1602	3.7842	-24.5972	-12.2681	81.6229	-76.3550	104.1064	39.1600	1	-301	182 
227.651	1.9233	0.5342	0.1602	3.7842	-24.5972	-12.2681	82.1393	-76.3055	103.6670	39.2200	1	-301	181 
227.651	1.9233	0.5342	0.1602	3.7842	-24.5972	-12.2681	82.6501	-76.2616	103.2385	39.2200	0	-300	182 
227.661	1.9233	0.5342	0.1602	3.7842	-24.5972	-12.2681	83.1610	-76.2067	102.8101	39.2500	0	-300	183 
227.661	1.9233	0.5342	0.1602	3.7842	-24.5972	-12.2681	83.6609	-76.1572	102.3926	39.2500	0	-300	183 
227.661	1.9355	0.5396	0.1436	3.0518	-15.6860	-6.7749	83.9740	-76.1298	102.1619	39.1300	1	-300	184 
227.671	1.9355	0.5396	0.1436	3.0518	-15.6860	-6.7749	84.2816	-76.0968	101.9421	39.1300	0	-300	183 
227.671	1.9355	0.5396	0.1436	3.0518	-15.6860	-6.7749	84.5892	-76.0693	101.7169	39.2200	0	-300	182 
227.681	1.9355	0.5396	0.1436	3.0518	-15.6860	-6.7749	84.8914	-76.0364	101.4972	39.2200	0	-300	182 
227.681	1.9355	0.5396	0.1436	3.0518	-15.6860	-6.7749	85.1935	-76.0089	101.2775	39.2200	0	-301	182 
227.697	1.9355	0.5396	0.1436	3.0518	-15.6860	-6.7749	85.4956	-75.9760	101.0577	39.1500	0	-301	182 
227.697	1.9355	0.5396	0.1436	3.0518	-15.6860	-6.7749	85.7922	-75.9485	100.8435	39.1500	0	-302	183 
227.707	1.9355	0.5396	0.1436	3.0518	-15.6860	-6.7749	86.0889	-75.9155	100.6293	39.1600	0	-301	183 
227.707	1.9458	0.5371	0.1382	2.3804	-9.0332	-2.2583	86.2427	-75.9045	100.5579	39.1600	0	-300	184 
227.707	1.9458	0.5371	0.1382	2.3804	-9.0332	-2.2583	86.3965	-75.8936	100.4865	39.1500	0	-299	183 
227.717	1.9458	0.5371	0.1382	2.3804	-9.0332	-2.2583	86.5503	-75.8826	100.4150	39.1500	0	-298	182 
227.717	1.9458	0.5371	0.1382	2.3804	-9.0332	-2.2583	86.7041	-75.8716	100.3436	39.1600	0	-298	182 
227.727	1.9458	0.5371	0.1382	2.3804	-9.0332	-2.2583	86.8579	-75.8606	100.2722	39.1600	0	-298	182 
